0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,medv
0,0.18,0.067815249,0,0.31481481481481477,0.5775052692086607,0.6416065911431514,0.26920313906646415,0,0.20801526717557245,0.2872340425531916,0.9999999999999999,0.089679912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324,0.012206744868035193,0,0.056666667,0.10395094845755894,0.11548918640576726,0.048456565,0,0.037442748,0.051702128,0.17999999999999997,0.016142384105960268,0.004598908,0,0.021349245,0.039163664,0.043510711,0.018256077979214032,0,0.014106607194824379,0.019478848,0.067815249,0.006081666,0,0,0,0,0,0,0,0,0,0,0.099108368,0.1818072143805043,0.2019872601746958,0.084749136,0,0.065486288,0.090425532,0.3148148148148147,0.028232565,0.3335123359637677,0.3705311871441768,0.1554662312983949,0,0.12012991286974045,0.16587917307057284,0.5775052692086606,0.051790621548789946,0.4116590177983351,0.1727225083814698,0,0.13346396647825093,0.1842912549028202,0.6416065911431513,0.057539222,0.07247033,0,0.055998363,0.077324306,0.2692031390664641,0.024142113740783903,0,0,0,0,0,0.043270351,0.059749066,0.20801526717557242,0.018654791,0.082503395,0.28723404255319157,0.025759123573340866,0.9999999999999998,0.089679912,0.008042487,24
0.000235923,0,0.2423020527859238,0,0.17283950617283939,0.5479977007089482,0.7826982492276005,0.3489619801944185,0.043478260869565216,0.10496183206106868,0.5531914893617023,0.9999999999999999,0.2044701986754967,5.565944449239671e-08,0,5.716451554140054e-05,0,4.077673516664178e-05,0.000129285,0.000184656,8.232799644419937e-05,1.0257501703409896e-05,2.4762861936667017e-05,0.00013051,0.000235923,4.823912845784075e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.058710285,0,0.041879367,0.13278096780374443,0.18964939249979618,0.084554204,0.010534871860257556,0.025432467,0.13403943345604297,0.24230205278592376,0.049543548872618526,0,0,0,0,0,0,0,0,0,0,0.029873494894070984,0.094715652,0.13528117887884442,0.060314416,0.007514761,0.018141551220431613,0.095613344,0.17283950617283936,0.035340528166135206,0.3003014799822939,0.4289168409256443,0.19123036278138283,0.023825987,0.057518842631664395,0.30314766422197137,0.547997701,0.11204919873767401,0.6126165493439509,0.2731319309451679,0.034030359,0.082153442,0.4329820102110131,0.7826982492276003,0.1600384665225309,0.12177446362120972,0.015172260008452978,0.036627689,0.1930427975543592,0.34896198019441843,0.071352325,0.001890359,0.004563558,0.024051803885291403,0.043478261,0.008890009,0.011016986189615986,0.058063992203995454,0.10496183206106867,0.021461566654870833,0.30602082390221835,0.5531914893617021,0.11311117373538118,0.9999999999999998,0.20447019867549668,0.041808062146397096,21.6
0.000235698,0,0.2423020527859238,0,0.17283950617283939,0.6943858976815481,0.5993820803295572,0.3489619801944185,0.043478260869565216,0.10496183206106868,0.5531914893617023,0.9897372535175752,0.063465784,5.555342652695065e-08,0,5.711004720834537e-05,0,4.073788167910806e-05,0.000163665,0.000141273,8.224955147379041e-05,1.0247728000024083e-05,2.4739267022958898e-05,0.000130386,0.000233279,1.4958742030940233e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.058710285,0,0.041879367,0.16825112843383555,0.14523150846694918,0.084554204,0.010534871860257556,0.025432467,0.13403943345604297,0.23981536824601074,0.015377889663565805,0,0,0,0,0,0,0,0,0,0,0.029873494894070984,0.12001731564866255,0.10359690277300981,0.060314416,0.007514761,0.018141551220431613,0.095613344,0.17106569813884004,0.010969395,0.4821717748990094,0.4162024639038734,0.2423142778740319,0.030190691,0.072884016,0.3841283689302182,0.6872595912526714,0.044069745,0.35925887822018776,0.20916155764485228,0.026060090449111183,0.062912241,0.33157306571422324,0.5932307739930266,0.038040253,0.12177446362120972,0.015172260008452978,0.036627689,0.1930427975543592,0.34538067185967825,0.022147146,0.001890359,0.004563558,0.024051803885291403,0.043032055,0.002759382,0.011016986189615986,0.058063992203995454,0.1038846353882951,0.006661485,0.30602082390221835,0.5475142253501482,0.035108731,0.979579831,0.06281445,0.004027906,34.7
0.000292796,0,0.063049853,0,0.15020576131687247,0.6585552787890402,0.44181256436663235,0.44854458983895457,0.086956522,0.066793893,0.6489361702127658,0.9942760603156993,0.033388521,8.572933317040792e-08,0,1.8460727162404925e-05,0,4.397960390982351e-05,0.000192822,0.000129361,0.000131332,2.546049732004076e-05,1.955696597579466e-05,0.000190006,0.00029112,9.77601601016466e-06,0,0,0,0,0,0,0,0,0,0,0,0,0.003975284,0,0.009470451,0.041521814,0.027856217401415244,0.028280670620344648,0.005482596,0.004211345,0.04091533,0.06268896,0.002105141,0,0,0,0,0,0,0,0,0,0,0.022561771,0.098918797,0.066362793,0.067373982,0.013061370549293258,0.010032827568875064,0.097473951,0.14934599259886022,0.005015148,0.43369505522091045,0.2909579964989683,0.2953914074107084,0.057265676416438274,0.043987470911481676,0.42736034049076005,0.6547857480944739,0.021988186736609787,0.19519834203221967,0.19817263546952782,0.038418483857968026,0.029510381207694898,0.2867081534719635,0.43928365589643154,0.014751468,0.201192249,0.039003877,0.029960039,0.2910768082997471,0.445977148,0.014976240444402182,0.007561437,0.005808165,0.056429232,0.086458788,0.00290335,0.004461424,0.043344973201234344,0.066411569,0.002230149,0.4211181530104118,0.6452216987155068,0.021667019,0.988584884,0.033197407,0.001114793,33.4
0.00070507,0,0.063049853,0,0.15020576131687247,0.6871048093504503,0.5283213182286303,0.44854458983895457,0.086956522,0.066793893,0.6489361702127658,0.9999999999999999,0.099337748,4.971238112256879e-07,0,4.445456487131136e-05,0,0.000105906,0.000484457,0.000372504,0.000316255,6.131044133919988e-05,4.70943752653205e-05,0.000457545,0.00070507,7.004007371531112e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.003975284,0,0.009470451,0.043321857,0.033310582,0.028280670620344648,0.005482596,0.004211345,0.04091533,0.063049853,0.00626323,0,0,0,0,0,0,0,0,0,0,0.022561771,0.1032071009929689,0.079356906,0.067373982,0.013061370549293258,0.010032827568875064,0.097473951,0.15020576131687244,0.014921102117570114,0.4721130190325186,0.36301211863726157,0.30819714488647076,0.059748244,0.045894405,0.4458871635146538,0.6871048093504502,0.068255445,0.2791234152948376,0.23697566898803676,0.045940984193793936,0.035288637667942845,0.34284681289304725,0.5283213182286302,0.052482250155161954,0.201192249,0.039003877,0.029960039,0.2910768082997471,0.4485445898389545,0.04455741,0.007561437,0.005808165,0.056429232,0.086956522,0.008638065,0.004461424,0.043344973201234344,0.066793893,0.006635155,0.4211181530104118,0.6489361702127657,0.064463858,0.9999999999999998,0.099337748,0.009867988,36.2
0.000264472,0,0.063049853,0,0.15020576131687247,0.5497221689978923,0.5746652935118435,0.44854458983895457,0.086956522,0.066793893,0.6489361702127658,0.9929900650562308,0.09602649,6.994518847120058e-08,0,1.6674890983930437e-05,0,3.972514702488089e-05,0.000145386,0.000151983,0.000118627,2.2997524066816087e-05,1.7665082894834868e-05,0.000171625,0.000262618,2.539627243802372e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.003975284,0,0.009470451,0.034659902,0.036232562494148496,0.028280670620344648,0.005482596,0.004211345,0.04091533,0.062607878,0.006054456,0,0,0,0,0,0,0,0,0,0,0.022561771,0.082571437,0.086318038,0.067373982,0.013061370549293258,0.010032827568875064,0.097473951,0.14915282870186186,0.014423732,0.3021944630877472,0.315906252,0.24657490481854005,0.047801927738947154,0.036718084,0.35673459903054705,0.5458686523560693,0.05278789,0.3302401995670532,0.2577630083729523,0.049970895,0.038384132,0.3729210947257707,0.5706369271898835,0.055183091,0.201192249,0.039003877,0.029960039,0.2910768082997471,0.44540032144480385,0.043072162600429405,0.007561437,0.005808165,0.056429232,0.086346962,0.00835013,0.004461424,0.043344973201234344,0.066325672,0.006413983,0.4211181530104118,0.6443871698769156,0.062315062702550356,0.9860292693003774,0.095353351,0.009221087,28.7
0.000921323,0.125,0.27162756598240473,0,0.28600823045267487,0.4696301973558151,0.6560247167868176,0.4029226418354264,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.9967219728680217,0.29525386313465785,8.488361376137342e-07,0.000115165,0.000250257,0,0.000263506,0.000432681,0.000604411,0.000371222,0.00016023,0.000218023,0.000254834,0.000918303,0.000272024,0.015625,0.033953446,0,0.035751029,0.058703775,0.08200309,0.05036533,0.021739130434782608,0.029580152671755726,0.034574468085106363,0.12459024660850271,0.036906733,0.073781535,0,0.077687719,0.12756450741959643,0.17819439704509968,0.10944489648095712,0.047239577,0.064278279,0.075131029,0.27073716345132115,0.080199088,0,0,0,0,0,0,0,0,0,0,0.081800708,0.13431810171287714,0.1876284683814149,0.11523919180066722,0.049740562,0.067681337,0.079108659,0.28507068771328187,0.084445035,0.22055252226846186,0.3080890172148859,0.1892246398042977,0.081674817,0.11113386349641427,0.12989771416224666,0.4680907368268864,0.13866013001399619,0.43036842903522426,0.264327212,0.11409125509335959,0.15524249023199502,0.18145364506869413,0.65387425,0.19369383194312773,0.16234665530363931,0.070073503,0.095348106,0.11144668816724554,0.4016018504834015,0.11896446654633176,0.030245746691871453,0.041154995,0.048103607770582764,0.1733429518031342,0.051348497936462234,0.055999068,0.065453955,0.2358655050298372,0.069869235,0.076505206,0.2756890563251973,0.081665962,0.9934546911979213,0.294286013,0.087174844,22.9
0.001553672,0.125,0.27162756598240473,0,0.28600823045267487,0.5002874113814907,0.9598352214212151,0.43838718184215547,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.9999999999999999,0.4806843267108167,2.4138962854522794e-06,0.000194209,0.00042202,0,0.000444363,0.000777282,0.001491269,0.00068111,0.000270204,0.000367663,0.000429739,0.001553672,0.000746826,0.015625,0.033953446,0,0.035751029,0.062535926,0.11997940267765189,0.054798397730269434,0.021739130434782608,0.029580152671755726,0.034574468085106363,0.12499999999999999,0.060085540838852085,0.073781535,0,0.077687719,0.1358918518451923,0.2607177049388272,0.11907804316167055,0.047239577,0.064278279,0.075131029,0.2716275659824047,0.13056711367035015,0,0,0,0,0,0,0,0,0,0,0.081800708,0.14308631724696955,0.2745207732048331,0.12538234213180988,0.049740562,0.067681337,0.079108659,0.2860082304526748,0.1374796736888961,0.2502874939867929,0.4801934782775997,0.2193195883866388,0.087006506,0.11838862406737566,0.13837736910551862,0.5002874113814906,0.2404803175018092,0.9212836522807131,0.4207794577516878,0.16692786459499392,0.22713657911494403,0.26548633783991044,0.959835221,0.46137774716218444,0.1921833212035071,0.076241249,0.10374047814585359,0.12125602902017059,0.4383871818421554,0.21072584734244887,0.030245746691871453,0.041154995,0.048103607770582764,0.17391304347826084,0.083597274,0.055999068,0.065453955,0.23664122137404578,0.11374972616820853,0.076505206,0.27659574468085085,0.13295523930299177,0.9999999999999998,0.4806843267108166,0.23105742194543114,27.1
0.002303251,0.125,0.27162756598240473,0,0.28600823045267487,0.3966277064571758,1,0.4503541907264775,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.9741035856573705,0.7781456953642383,5.304966977024304e-06,0.000287906,0.000625627,0,0.000658749,0.000913533,0.002303251,0.001037279,0.000400565,0.000545044,0.00063707,0.002243605,0.001792265,0.015625,0.033953446,0,0.035751029,0.049578463,0.125,0.056294273840809685,0.021739130434782608,0.029580152671755726,0.034574468085106363,0.12176294820717132,0.097268212,0.073781535,0,0.077687719,0.10773501850614638,0.27162756598240473,0.12232861265700874,0.047239577,0.064278279,0.075131029,0.26459338598684445,0.21136582121147385,0,0,0,0,0,0,0,0,0,0,0.081800708,0.11343878847231982,0.28600823045267487,0.12880500516662627,0.049740562,0.067681337,0.079108659,0.27860164281147015,0.222556073,0.15731353752947963,0.3966277064571758,0.17862294976122028,0.068978732,0.093858465,0.10970553582858049,0.38635647103099396,0.30863414244184206,1,0.4503541907264775,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.9741035856573705,0.7781456953642383,0.20281889710490045,0.078322468,0.1065723657444336,0.124566053,0.43869163200248507,0.3504411749030536,0.030245746691871453,0.041154995,0.048103607770582764,0.16940931924476008,0.1353296861503023,0.055999068,0.065453955,0.23051306225479762,0.18414134775794952,0.076505206,0.26943290667118747,0.21523178807947005,0.9488777955905462,0.7579945120181525,0.6055107232138939,16.5
0.001840173,0.125,0.27162756598240473,0,0.28600823045267487,0.46809733665453146,0.8547888774459321,0.49673089688912336,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.9743053104039537,0.4241169977924945,3.3862378699940553e-06,0.000230022,0.000499842,0,0.000526305,0.00086138,0.00157296,0.000914071,0.00032003,0.000435461,0.000508984,0.001792891,0.000780449,0.015625,0.033953446,0,0.035751029,0.058512167,0.10684860968074152,0.062091362,0.021739130434782608,0.029580152671755726,0.034574468085106363,0.12178816380049422,0.053014624724061814,0.073781535,0,0.077687719,0.12714814019831666,0.2321842222094706,0.13492580447024943,0.047239577,0.064278279,0.075131029,0.2646481799887573,0.1152018678021402,0,0,0,0,0,0,0,0,0,0,0.081800708,0.13387969093617258,0.2444766542489394,0.14206912483042827,0.049740562,0.067681337,0.079108659,0.2786593377492789,0.12130095204353238,0.21911511658306576,0.40012439693435753,0.23251840986781533,0.081408232,0.11077112546786623,0.1294737314150831,0.4560697208884573,0.19852803709658248,0.7306640250052767,0.42460004574456484,0.1486589352079882,0.20227828397575492,0.2364309661020662,0.8328253425698061,0.36253049244878527,0.2467415839242729,0.086387982,0.11754700613406736,0.13739365233103404,0.48396755068079167,0.21067201669938815,0.030245746691871453,0.041154995,0.048103607770582764,0.16944440180938325,0.073759478,0.055999068,0.065453955,0.23056079864521042,0.10036356436310939,0.076505206,0.26948870287768917,0.11730895683622182,0.9492708378813447,0.4132194431818093,0.1798752278165188,18.9
0.002456674,0.125,0.27162756598240473,0,0.28600823045267487,0.5395669668518873,0.941297631,0.4744155171002738,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.98895557,0.5165562913907285,6.035247640452727e-06,0.000307084,0.0006673,0,0.000702629,0.00132554,0.002312462,0.001165484,0.000427248,0.00058135,0.000679506,0.002429542,0.00126901,0.015625,0.033953446,0,0.035751029,0.067445871,0.11766220391349125,0.059301939637534225,0.021739130434782608,0.029580152671755726,0.034574468085106363,0.12361944626557063,0.064569536,0.073781535,0,0.077687719,0.14656126189048702,0.255682384,0.12886433217423127,0.047239577,0.064278279,0.075131029,0.26862759437767697,0.14031092812336138,0,0,0,0,0,0,0,0,0,0,0.081800708,0.15432059340002538,0.2692188698596754,0.13568674254514002,0.049740562,0.067681337,0.079108659,0.28284943260764306,0.14773935082985853,0.2911325117177457,0.5078931078296859,0.25597894158926443,0.093837733,0.1276837860489199,0.14924192700158578,0.5336077573233905,0.27871671135395504,0.8860412307059197,0.44656620250221446,0.163703936,0.2227498211492048,0.2603589192979379,0.9309015356270365,0.48623321352330157,0.2250700828655202,0.082507046,0.11226626740540831,0.13122131324050118,0.4691758681898416,0.24506232009153214,0.030245746691871453,0.041154995,0.048103607770582764,0.17199227306514173,0.089835877,0.055999068,0.065453955,0.23402765399894288,0.12223851170314948,0.076505206,0.27354090237487955,0.14287727208679715,0.9780331196804035,0.5108512216537487,0.26683040217534315,15
0.001249299,0.125,0.27162756598240473,0,0.28600823045267487,0.469055375,0.823892894,0.4635033509443571,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.9999999999999999,0.31843267108167767,1.5607484937016393e-06,0.000156162,0.000339344,0,0.00035731,0.000585991,0.001029289,0.000579054,0.000217269,0.000295636,0.000345551,0.001249299,0.000397818,0.015625,0.033953446,0,0.035751029,0.058631922,0.10298661174047374,0.057937918868044634,0.021739130434782608,0.029580152671755726,0.034574468085106363,0.12499999999999999,0.039804084,0.073781535,0,0.077687719,0.12740836971161656,0.22379202140671864,0.12590028704170406,0.047239577,0.064278279,0.075131029,0.2716275659824047,0.086495091,0,0,0,0,0,0,0,0,0,0,0.081800708,0.134153698,0.23564014867367652,0.13256577321248073,0.049740562,0.067681337,0.079108659,0.2860082304526748,0.091074365,0.2200129444344238,0.3864513899837973,0.2174087379022392,0.081574848,0.1109978367357088,0.12973872063206038,0.4690553745928339,0.14936255581681301,0.6787995006581174,0.3818771171529204,0.14328572068239825,0.19496702069952282,0.227885269,0.8238928939237898,0.2623544148973658,0.21483535633664783,0.080609278,0.10968399907843565,0.12820305451652422,0.463503351,0.14759461009651986,0.030245746691871453,0.041154995,0.048103607770582764,0.17391304347826084,0.055379595,0.055999068,0.065453955,0.23664122137404578,0.075354296,0.076505206,0.27659574468085085,0.088077122,0.9999999999999998,0.3184326710816776,0.10139936601221192,18.9
0.000983029,0.125,0.27162756598240473,0,0.28600823045267487,0.4460624640735774,0.3717816683831102,0.3929561967463558,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.98386202,0.38576158940397354,9.66346629905837e-07,0.000122879,0.000267018,0,0.000281154,0.000438492,0.000365472,0.000386287,0.000170962,0.000232625,0.000271902,0.000967165,0.000379215,0.015625,0.033953446,0,0.035751029,0.055757808,0.046472709,0.049119524593294474,0.021739130434782608,0.029580152671755726,0.034574468085106363,0.12298275253416713,0.048220199,0.073781535,0,0.077687719,0.12116286139241969,0.10098614965978178,0.10673773525991558,0.047239577,0.064278279,0.075131029,0.2672440458293779,0.10478348157930514,0,0,0,0,0,0,0,0,0,0,0.081800708,0.12757753602104374,0.10633261708899654,0.11238870647683838,0.049740562,0.067681337,0.079108659,0.2813926354279708,0.1103309895620418,0.19897172185539155,0.16583784709635577,0.17528300939366095,0.077576081,0.10555676630748778,0.12337897942460645,0.4388639170715327,0.17207376511447606,0.13822160894572894,0.14609391042784187,0.064657681,0.087978868,0.10283322742511554,0.36578186335599866,0.14341908730672961,0.15441457256136068,0.068340208,0.092989634,0.10869001186601324,0.3866146776097965,0.15158740702301474,0.030245746691871453,0.041154995,0.048103607770582764,0.17110643830840644,0.067088972,0.055999068,0.065453955,0.2328223101410187,0.091287094,0.076505206,0.27213204816071007,0.1067000140904607,0.9679844749363322,0.3795361766948469,0.14881200385947987,21.7
0.007007315,0,0.28152492668621704,0,0.31481481481481477,0.4575589193332056,0.6065911431513903,0.325355327,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.9999999999999999,0.1801876379690949,4.910246749888704e-05,0,0.001972734,0,0.002206007,0.00320626,0.004250575,0.002279867,0.000913998,0.001604729,0.006261856,0.007007315,0.001262632,0,0,0,0,0,0,0,0,0,0,0,0,0.079256284,0,0.088628218,0.1288142412199054,0.17077052710420373,0.091595635,0.036720643,0.064471357,0.2515754664004493,0.281524927,0.050727312,0,0,0,0,0,0,0,0,0,0,0.099108368,0.1440463264567499,0.19096387839951173,0.10242667714773487,0.041062801932367145,0.072094996,0.28132387706855794,0.3148148148148147,0.056725738,0.20936016466137095,0.27755118793744393,0.1488692320092277,0.059681598,0.1047844853434822,0.40888243855307743,0.4575589193332055,0.082446461,0.36795281494971044,0.19735765998430094,0.079120584,0.138914002,0.5420601704757105,0.6065911431513902,0.10930022529742213,0.1058560890743624,0.042437651401363304,0.074508854,0.2907430585369997,0.3253553274104519,0.058625008,0.017013232514177693,0.029870561,0.11655874190564294,0.13043478260869562,0.023502735,0.052444496,0.20464511937631968,0.22900763358778622,0.041264344573075165,0.7985513807152561,0.8936170212765958,0.16101874031280825,0.9999999999999998,0.18018763796909487,0.032467585,20.4
